pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
POSITIVE REGULATION OF LYMPHOCYTE ACTIVATION%GOBP%GO:0051251	6.76406926406926e-05	0.00346913245085274	0.53349330969831	3.06148188145391	0	181	IGHV1OR15-1|LCK|CD27|CCL19|GRAP2|SIRPG|CD3E|FCRL3|TESPA1|ZAP70|CCL21|CCR7|SASH3|PTPRC|KLRK1|CARD11|RASAL3|IGHV1-69-2|CD5|CCDC88B|IGHV5-51|TMIGD2|FOXP3|PTPN6|JAK3|IGHV1-18|CD38|IGHV3-74|VAV1|CD6|SOCS1|CD1D|IGHV3-49|BTK|IGHV1-24|DOCK8|IGHG4|RUNX3|CTLA4|IGHV4-61|DPP4|IGHG1|IGHV4-4|IL12RB1|IGHV3-73|IL7|IGHV3-43|NCKAP1L|LILRB1|IGHV3-21|IGHG2|CSK|IL18|PRKCQ|IGHV2-26|VAV3|SYK|HMGB1|IGLL5|IGHV3-15|TNFRSF14|TNFSF13B|LILRB4|TNFRSF4|PAXIP1|HLA-DMB|IGHA1|FGF10|GATA3|ZBTB1|NFKBID|BLM|CD209|CCL5|IGHV1-3|MYB|PYCARD|EBI3|RARA|CD74|NCK1|C10orf54|ADAM8|LGALS9|AIF1|IL6R|HLA-DPB1|VCAM1|AGER|MALT1|AP1G1|HLA-E|HLA-DPA1|RIF1
POSITIVE REGULATION OF LEUKOCYTE ACTIVATION%GOBP%GO:0002696	6.746272684341899e-05	0.00346913245085274	0.517837889223853	2.9998870817536	0	200	IGHV1OR15-1|LCK|CD27|CCL19|GRAP2|SIRPG|CD3E|FCRL3|TESPA1|ZAP70|CD2|CCL21|CCR7|SASH3|PTPRC|KLRK1|CARD11|RASAL3|IGHV1-69-2|CD5|CCDC88B|IGHV5-51|TMIGD2|FOXP3|PTPN6|JAK3|IGHV1-18|CD38|IGHV3-74|VAV1|CD6|SOCS1|CD1D|IGHV3-49|BTK|IGHV1-24|DOCK8|IGHG4|RUNX3|CTLA4|IGHV4-61|DPP4|IGHG1|IGHV4-4|IL12RB1|IGHV3-73|IL7|IGHV3-43|NCKAP1L|LILRB1|IGHV3-21|IGHG2|CSK|IL18|IL33|PRKCQ|IGHV2-26|VAV3|SYK|HMGB1|IGLL5|FGR|IGHV3-15|TNFRSF14|TNFSF13B|LILRB4|TNFRSF4|PAXIP1|HLA-DMB|IGHA1|FGF10|VAMP8|GATA3|ZBTB1|NFKBID|BLM|CD209|CCL5|IGHV1-3|ITGB2|MYB|PYCARD|EBI3|RARA|CD74|NCK1|C10orf54|ADAM8|LGALS9|AIF1|IL6R|HLA-DPB1|VCAM1|AGER|TLR4|MALT1|AP1G1|CEBPA|HLA-E|HLA-DPA1|RIF1|CD274|ITGAM|SNX4|ZMIZ1|ZNF335|FAM49B
POSITIVE REGULATION OF CELL ACTIVATION%GOBP%GO:0050867	6.73174015483002e-05	0.00346913245085274	0.51022212866054	2.96643935105694	0	207	IGHV1OR15-1|LCK|CD27|CCL19|GRAP2|SIRPG|CD3E|FCRL3|TESPA1|ZAP70|CD2|CCL21|CCR7|SASH3|PTPRC|KLRK1|CARD11|RASAL3|IGHV1-69-2|CD5|CCDC88B|IGHV5-51|TMIGD2|FOXP3|PTPN6|JAK3|IGHV1-18|CD38|IGHV3-74|VAV1|CD6|SOCS1|CD1D|IGHV3-49|RPS6KA1|BTK|IGHV1-24|DOCK8|IGHG4|RUNX3|PLEK|CTLA4|IGHV4-61|DPP4|IGHG1|IGHV4-4|IL12RB1|IGHV3-73|IL7|IGHV3-43|NCKAP1L|LILRB1|IGHV3-21|IGHG2|CSK|IL18|IL33|PRKCQ|IGHV2-26|VAV3|SYK|HMGB1|IGLL5|FGR|IGHV3-15|TNFRSF14|TNFSF13B|LILRB4|TNFRSF4|PAXIP1|HLA-DMB|IGHA1|FGF10|VAMP8|GATA3|ZBTB1|NFKBID|BLM|CD209|CCL5|IGHV1-3|ITGB2|MYB|PYCARD|EBI3|RARA|CD74|NCK1|C10orf54|ADAM8|LGALS9|AIF1|IL6R|HLA-DPB1|VCAM1|AGER|TLR4|MALT1|AP1G1|CEBPA|HLA-E|HLA-DPA1|RIF1|CD274|ITGAM|SNX4|ZMIZ1|ZNF335|FAM49B
REGULATION OF LYMPHOCYTE ACTIVATION%GOBP%GO:0051249	6.6997186118183e-05	0.00346913245085274	0.499268446571021	2.9649336344124597	0	261	IGHV1OR15-1|LCK|SPN|CD27|CCL19|GRAP2|SIT1|SIRPG|CD3E|FCRL3|TESPA1|MZB1|ZAP70|IKZF3|CD2|CCL21|CCR7|CD22|SASH3|PTPRC|KLRK1|PLA2G2D|IDO1|CARD11|RASAL3|IGHV1-69-2|CD5|SLA2|CCDC88B|TIGIT|IGHV5-51|TMIGD2|TNFAIP8L2|FOXP3|PTPN6|JAK3|PTPN22|IGHV1-18|CD38|IGHV3-74|VAV1|CD6|FAM65B|RIPK3|LAT|SOCS1|CD1D|IGHV3-49|BTK|IGHV1-24|DOCK8|IGHG4|RUNX3|CTLA4|IGHV4-61|DPP4|IGHG1|IGHV4-4|IL12RB1|IGHV3-73|IL7|IGHV3-43|NCKAP1L|LILRB1|IGHV3-21|IGHG2|CSK|IL18|PRKCQ|IGHV2-26|TNFRSF18|VAV3|SYK|HMGB1|IGLL5|IGHV3-15|TNFRSF14|CD4|LST1|TNFSF13B|LILRB4|BTN2A2|CEACAM1|TNFRSF4|PAXIP1|HLA-DMB|THOC1|IGHA1|FGF10|GATA3|ZBTB1|NFKBID|BLM|KIAA0922|CD209|SLAMF8|CCL5|IL2RA|IGHV1-3|TNFRSF1B|MYB|PYCARD|EBI3|RARA|MNDA|CD74|IRF1|NCK1|C10orf54|SH3RF1|PTPN2|ADAM8|LGALS9|SAMSN1|AIF1|IL6R|HLA-DPB1|VCAM1|AGER
IMMUNOGLOBULIN PRODUCTION%GOBP%GO:0002377	7.53012048192771e-05	0.00346913245085274	0.641582038872344	2.93260542253121	0	46	PTPRC|VPREB3|TMIGD2|IGLV3-10|IGLV4-69|BATF|IGKV3-11|IGLV8-61|GAPT|IGKV1-27|IGKV2-28|IGKV1-6|IGKV4-1|IGLV3-9|POLQ|IGLV9-49|IGKV2D-29|IGKV1-9|IGKV2D-28|IGKV1-8|IGLV4-60|LIG4|IGKV2-24|SAMHD1|MSH2|IGKV1D-13|IGLV5-45|EXOSC3|IGLV7-46|MSH6|EXO1
ANTIGEN ACTIVATES B CELL RECEPTOR (BCR) LEADING TO GENERATION OF SECOND MESSENGERS%REACTOME DATABASE ID RELEASE 66%983695	7.82901432709622e-05	0.00346913245085274	0.695800094077062	2.9307508970414706	0	32	CD79A|CD79B|CD19|CD22|DAPP1|BLK|PTPN6|VAV1|BLNK|BTK|IGKV3-11|PLCG2|IGKV2-28|IGKV4-1|SYK|PIK3CD|IGKV2D-28|PIK3AP1|NCK1
REGULATION OF B CELL ACTIVATION%GOBP%GO:0050864	7.10025560920193e-05	0.00346913245085274	0.5650016736648801	2.9161634171483906	0	84	IGHV1OR15-1|CD27|FCRL3|MZB1|IKZF3|CD22|SASH3|PTPRC|IGHV1-69-2|SLA2|IGHV5-51|IGHV1-18|CD38|IGHV3-74|IGHV3-49|BTK|IGHV1-24|IGHG4|CTLA4|IGHV4-61|IGHG1|IGHV4-4|IGHV3-73|IL7|IGHV3-43|NCKAP1L|IGHV3-21|IGHG2|IGHV2-26|VAV3|SYK|IGLL5|IGHV3-15|TNFSF13B|TNFRSF4|PAXIP1|THOC1|IGHA1|SLAMF8|IGHV1-3|MNDA|CD74
T CELL DIFFERENTIATION%GOBP%GO:0030217	7.41454734188478e-05	0.00346913245085274	0.61762768859243	2.9041733001951098	0	52	LCK|SPN|CD3D|SLAMF6|CD3E|ZAP70|CD3G|RHOH|PTPRC|PLA2G2D|FOXP3|PTPN22|LY9|RIPK3|CD1D|LEF1|BATF|ITK|CD8A|HMGB1|CD4|PIK3CD|BLM|CD74|LIG4|TNFSF8|JAG2|PTPN2|LFNG
DNA REPLICATION%WIKIPATHWAYS_20181110%WP466%HOMO SAPIENS	7.621951219512199e-05	0.00346913245085274	0.6492050647914289	2.8965100274858906	0	41	CDC6|RPA2|POLA2|CDC45|RFC5|MCM5|POLE2|POLA1|MCM10|POLD1|CDC7|DBF4|RFC4|GMNN|MCM6|PCNA|MCM2|ORC6|MCM7|ORC1|ORC5|RFC3|CDK2|POLE|RFC2|MCM3|POLD2|PRIM1|ORC2|CDT1|POLD4|MCM4|RPA3
COMPLEMENT ACTIVATION%GOBP%GO:0006956	7.53012048192771e-05	0.00346913245085274	0.632679449769031	2.89191260462623	0	46	IGHV1OR15-1|IGHV1-69-2|IGHV5-51|IGHV1-18|IGHV3-74|CFP|IGHV3-49|IGHV1-24|IGHG4|IGKV3-11|IGHV4-61|IGHG1|IGHV4-4|IGHV3-73|IGHV3-43|IGKV2-28|IGHV3-21|IGHG2|IGKV4-1|IGHV2-26|IGLL5|IGHV3-15|FCN1|IGHA1|IGKV2D-28|IGHV1-3
LYMPHOCYTE MEDIATED IMMUNITY%GOBP%GO:0002449	7.12707576081534e-05	0.00346913245085274	0.56347971703095	2.86725477145338	0	77	IGHV1OR15-1|CD27|CORO1A|KLRK1|IGHV1-69-2|SLA2|IGHV5-51|MYO1G|IGHV1-18|IGHV3-74|IGHV3-49|CTSH|IGHV1-24|BATF|CD8A|IGHG4|IGKV3-11|GAPT|IGHV4-61|IGHG1|IGHV4-4|IGHV3-73|IGHV3-43|IGKV2-28|IGHV3-21|IGHG2|IGKV4-1|KLRD1|SLAMF7|IGHV2-26|IGLL5|IGHV3-15|MICB|IGHA1|IGKV2D-28|IGHV1-3|CD74|LIG4|MSH2|C1S|EXOSC3|MSH6|TUBB4B|EXO1
LYMPHOCYTE DIFFERENTIATION%GOBP%GO:0030098	7.04721634954193e-05	0.00346913245085274	0.543128842158425	2.85631860983024	0	93	CD79A|CD79B|LCK|SPN|CD3D|SLAMF6|CD3E|ZAP70|CD3G|RHOH|PTPRC|PLA2G2D|CR2|IKZF1|FOXP3|JAK3|PTPN22|LY9|RIPK3|CD1D|BLNK|LEF1|BATF|ITK|CD8A|MFNG|PLCG2|HMGB1|CD4|PTK2B|PIK3CD|DOCK10|BLM|SLAMF8|DOCK11|ITGA4|LYL1|CD74|LIG4|HHEX|TNFSF8|JAG2|PTPN2|MSH2|LFNG|VCAM1
ACTIVATION OF THE PRE-REPLICATIVE COMPLEX%REACTOME%R-HSA-68962.3	7.82901432709622e-05	0.00346913245085274	0.6761573945471321	2.84801469197668	0	32	CDC6|RPA2|POLA2|CDC45|MCM5|POLE2|POLA1|MCM10|CDC7|DBF4|MCM8|GMNN|MCM6|MCM2|ORC6|MCM7|ORC1|ORC5|CDK2|POLE|MCM3|POLE3|PRIM1|ORC2|CDT1|MCM4|RPA3
DEFENSE RESPONSE TO BACTERIUM%GOBP%GO:0042742	7.093707881109459e-05	0.00346913245085274	0.5489508757606579	2.83995347651936	0	85	IGHV1OR15-1|SPN|KLRK1|IGHV1-69-2|IGHV5-51|IGHV1-18|IGHV3-74|CXCL13|CFP|IGHV3-49|GNLY|IGHV1-24|IGHG4|IGHV4-61|GSDMD|IGHG1|IGHV4-4|IGHV3-73|IGHV3-43|IGHV3-21|JCHAIN|IGHG2|MPEG1|IGHV2-26|SYK|IGLL5|FGR|IGHV3-15|TNFRSF14|CHGA|HMGB2|LYZ|IGHA1|NLRC4|HIST1H2BK|SLAMF8|IGHV1-3|PYCARD|HIST1H2BJ|PLA2G2A|IL6R|TLR4|HLA-E|HIST1H2BF|RNASE6
CHROMOSOME MAINTENANCE%REACTOME DATABASE ID RELEASE 66%73886	7.04671975195547e-05	0.00346913245085274	0.540145705157963	2.83190436286232	0	91	RPA2|ITGB3BP|POLA2|CENPU|FEN1|RFC5|DNA2|CENPK|CENPM|HJURP|POLE2|CENPI|POLA1|MIS18BP1|POLD1|RFC4|HIST1H4I|H2AFV|PCNA|LIG1|OIP5|HIST1H2BK|CASC5|CENPO|CENPN|CENPA|RFC3|HIST1H2BJ|MIS18A|POLE|RFC2|H2AFZ|STRA13|TINF2|CENPT|HIST1H4E|H2AFX|CENPW|POLD2|POLE3|HIST1H2AC|HIST1H2BF|PRIM1|CENPP|CENPC|APITD1|TERF2|WRAP53|HIST3H2BB|POLD4|HIST2H4A|RPA3|HIST1H2BN|HIST2H2AA4|CENPH|CENPQ|HIST1H2BG|HIST1H2AE|HIST1H2AD|HIST1H2BH|HIST4H4|PRIM2|DKC1|RPA1|RBBP7|ACD|CENPL|POLD3|HIST1H4H|HIST1H4J|POT1
REGULATION OF LEUKOCYTE ACTIVATION%GOBP%GO:0002694	6.684938832809681e-05	0.00346913245085274	0.471589914932433	2.8296991020571602	0	302	IGHV1OR15-1|LCK|SPN|CD27|CCL19|GRAP2|SIT1|SIRPG|CD3E|FCRL3|TESPA1|MZB1|ZAP70|IKZF3|CD2|CCL21|CCR7|CD22|SASH3|PTPRC|KLRK1|PLA2G2D|IDO1|CARD11|RASAL3|IGHV1-69-2|CD5|SLA2|CCDC88B|TIGIT|IGHV5-51|TMIGD2|TNFAIP8L2|FOXP3|PTPN6|JAK3|PTPN22|IGHV1-18|CD38|IGHV3-74|VAV1|CD6|FAM65B|RIPK3|LAT|SOCS1|CD1D|IGHV3-49|BTK|IGHV1-24|DOCK8|IGHG4|RUNX3|CTLA4|IGHV4-61|DPP4|UNC13D|IGHG1|IGHV4-4|IL12RB1|IGHV3-73|NR1H3|IL7|IGHV3-43|NCKAP1L|LILRB1|IGHV3-21|IGHG2|CSK|IL18|IL33|PRKCQ|IGHV2-26|TNFRSF18|VAV3|SYK|HMGB1|IGLL5|FGR|CD300LF|IGHV3-15|TNFRSF14|CD4|LST1|C12orf4|TNFSF13B|CD84|STXBP2|LILRB4|BTN2A2|CEACAM1|TNFRSF4|PAXIP1|HLA-DMB|THOC1|IGHA1|FGF10|VAMP8|GATA3|ZBTB1|NFKBID|BLM|KIAA0922|CD209|SLAMF8|CCL5|IL2RA|IGHV1-3|ITGB2|TNFRSF1B|MYB|PYCARD|EBI3|RARA|MNDA|CD74|IRF1|NCK1|C10orf54|SH3RF1|TNF|PTPN2|ADAM8|LGALS9|SAMSN1|AIF1|IL6R|HLA-DPB1|VCAM1|AGER|TLR4|MALT1|AP1G1|CEBPA|HLA-E|HLA-DPA1|RIF1|CD274|ITGAM|SNX4|ZFP36L2|CD300A|ZMIZ1|ZNF335|FAM49B|FOXJ1
POSITIVE REGULATION OF T CELL ACTIVATION%GOBP%GO:0050870	6.891798759476221e-05	0.00346913245085274	0.514597989457127	2.82318508109028	0	123	LCK|CCL19|GRAP2|SIRPG|CD3E|TESPA1|ZAP70|CCL21|CCR7|PTPRC|KLRK1|CARD11|RASAL3|CD5|CCDC88B|TMIGD2|FOXP3|PTPN6|JAK3|VAV1|CD6|SOCS1|CD1D|DOCK8|RUNX3|CTLA4|DPP4|IL12RB1|IL7|NCKAP1L|LILRB1|CSK|IL18|PRKCQ|SYK|HMGB1|TNFRSF14|LILRB4|HLA-DMB|GATA3|ZBTB1|NFKBID|BLM|CD209|CCL5|MYB|PYCARD|EBI3|RARA|NCK1|C10orf54|ADAM8|LGALS9|AIF1|IL6R|HLA-DPB1|VCAM1|AGER|MALT1
DNA STRAND ELONGATION%REACTOME DATABASE ID RELEASE 66%69190	7.82901432709622e-05	0.00346913245085274	0.669078783762964	2.81819916725614	0	32	RPA2|POLA2|CDC45|FEN1|RFC5|DNA2|MCM5|POLA1|POLD1|RFC4|MCM8|MCM6|GINS2|PCNA|MCM2|LIG1|GINS1|MCM7|RFC3|RFC2|MCM3|POLD2|PRIM1|GINS3|POLD4|MCM4|RPA3
